pl_name,pl_rade,pl_bmasse,pl_disc,rowupdate,gravity
HD 4203 c,,689.66000,2014,2014-05-14,NaN
Kepler-102 c,0.580,3.00000,2014,2014-05-14,8.92
Kepler-102 b,0.470,0.41000,2014,2014-05-14,1.86
GJ 687 b,,18.39400,2014,2014-05-28,NaN
Kepler-418 b,13.450,349.60000,2014,2014-05-28,1.93
Kepler-415 b,1.210,119.90000,2014,2014-05-28,81.93
Kepler-414 b,1.710,3.50000,2014,2014-05-28,1.20
Kepler-414 c,3.010,29.90000,2014,2014-05-28,3.30
Kepler-416 b,2.480,58.20000,2014,2014-05-28,9.47
Kepler-417 b,2.310,11.00000,2014,2014-05-28,2.06
Kepler-122 f,1.750,36.00000,2014,2014-05-28,11.76
Kepler-338 e,1.560,8.50000,2014,2014-05-28,3.49
Kapteyn c,,7.00000,2014,2014-06-04,NaN
HIP 105854 b,,2606.10000,2014,2014-06-11,NaN
CoRoT-24 c,5.000,28.00000,2014,2014-06-11,1.12
CoRoT-24 b,3.700,5.70000,2014,2014-06-11,1
OGLE 2008-BLG-355L b,,1462.00000,2014,2014-06-11,NaN
Kepler-420 b,10.540,460.83000,2014,2014-06-25,4.15
GJ 832 c,,5.40000,2014,2014-06-25,NaN
Kepler-419 c,,2320.10000,2014,2014-06-25,NaN
Kepler-419 b,10.800,794.50000,2014,2014-06-25,6.81
HATS-4 b,11.433,420.47100,2014,2014-07-02,3.22
OGLE 2013-BLG-341L B b,,2.32000,2014,2014-07-09,NaN
XO-2 S c,,435.40900,2014,2014-07-09,NaN
XO-2 S b,,82.31500,2014,2014-07-09,NaN
CoRoT-22 b,4.880,12.20000,2014,2014-08-21,1
WASP-117 b,11.444,87.55850,2014,2014-08-27,1
GJ 15 A b,,5.35000,2014,2014-09-18,NaN
WASP-106 b,12.162,611.79700,2014,2014-09-25,4.14
HD 14067 b,,2479.00000,2014,2014-09-25,NaN
Kepler-101 b,5.770,51.10000,2014,2014-09-25,1.54
WASP-104 b,12.745,404.26300,2014,2014-09-25,2.49
Kepler-101 c,1.250,3.78000,2014,2014-09-25,2.42
WASP-94 B b,,196.41100,2014,2014-10-03,NaN
Kepler-426 b,12.220,108.06000,2014,2014-10-03,1
WASP-94 A b,19.280,143.65300,2014,2014-10-03,1
Kepler-424 c,,2215.18000,2014,2014-10-03,NaN
Kepler-428 b,12.110,403.63000,2014,2014-10-03,2.75
HIP 97233 b,,6356.30000,2014,2014-10-03,NaN
Kepler-427 b,13.790,92.17000,2014,2014-10-03,1
Kepler-424 b,9.980,327.35000,2014,2014-10-03,3.29
Kepler-422 b,12.890,136.66000,2014,2014-10-03,1
Kepler-425 b,10.962,79.45000,2014,2014-10-03,1
WASP-69 b,9.113,82.63200,2014,2014-10-15,1.00
WASP-84 b,10.559,220.56500,2014,2014-10-15,1.98
WASP-70 A b,13.047,187.51200,2014,2014-10-15,1.10
OGLE 2008-BLG-92L b,,56.60000,2014,2014-10-29,NaN
TYC 1422-614-1 b,,794.50000,2014,2014-10-29,NaN
TYC 1422-614-1 c,,3178.00000,2014,2014-10-29,NaN
Kepler-117 c,12.341,584.78000,2014,2014-11-19,3.84
Kepler-117 b,8.059,29.87500,2014,2014-11-19,1
Kepler-289 d,2.680,4.00000,2014,2014-11-19,1
Kepler-289 b,2.150,7.30000,2014,2014-11-19,1.58
Kepler-289 c,11.590,132.00000,2014,2014-11-19,1
HD 5319 c,,365.49000,2014,2014-12-03,NaN
HD 75784 b,,365.49000,2014,2014-12-03,NaN
HD 10442 b,,667.41000,2014,2014-12-03,NaN
HIP 116454 b,2.530,11.82000,2014,2014-12-19,1.85
HD 30669 b,,149.37000,2014,2015-01-08,NaN
HD 564 b,,104.88000,2014,2015-01-08,NaN
HD 103720 b,,197.04600,2014,2015-01-08,NaN
HD 108341 b,,1112.40000,2014,2015-01-08,NaN
BD-11 4672 b,,168.44000,2014,2015-01-08,NaN
Kepler-423 b,13.361,189.10100,2014,2015-01-22,1.06
OGLE 2013-BLG-102L b,,3994.48600,2014,2015-01-29,NaN
WASP-28 b,13.597,288.26000,2014,2015-03-05,1.56
Kepler-79 d,7.160,6.00000,2014,2015-04-01,1
Kepler-79 e,3.490,4.10000,2014,2015-04-01,1
Kepler-93 b,1.478,4.02000,2014,2015-04-16,1.84
WTS-2 b,15.278,355.96960,2014,2015-04-24,1.53
MOA 2011-BLG-262L b,,18.00000,2014,2015-06-04,NaN
Kepler-138 d,1.212,0.64000,2014,2015-06-17,1
Kepler-138 c,1.197,1.97000,2014,2015-06-17,1.38
Kepler-138 b,0.522,0.06600,2014,2015-06-17,1
KELT-6 b,13.227,141.00000,2014,2015-09-03,1
Kepler-412 b,15.031,299.07803,2014,2015-10-15,1.32
GJ 3341 b,,6.60000,2015,2014-12-03,NaN
GJ 3293 c,,25.72000,2015,2014-12-03,NaN
GJ 3293 b,,25.72000,2015,2014-12-03,NaN
HD 145934 b,,724.62000,2015,2015-01-08,NaN
Kepler-434 b,12.670,908.96000,2015,2015-01-14,5.67
Kepler-435 b,22.310,266.97000,2015,2015-01-14,1
Kepler-433 b,16.250,896.24000,2015,2015-01-14,3.40
HD 216536 b,,467.19000,2015,2015-02-05,NaN
HD 95127 b,,1592.26000,2015,2015-02-05,NaN
BD+49 828 b,,508.50000,2015,2015-02-05,NaN
OGLE 2014-BLG-124L b,,162.09000,2015,2015-02-12,NaN
Kepler-447 b,18.490,435.41000,2015,2015-02-19,1.27
OGLE 2011-BLG-265L b,,279.68000,2015,2015-03-05,NaN
WASP-20 b,16.388,98.84100,2015,2015-03-05,1
HD 1666 b,,2040.00000,2015,2015-04-01,NaN
HD 67087 b,,973.00000,2015,2015-04-01,NaN
HD 67087 c,,1540.00000,2015,2015-04-01,NaN
HD 1605 c,,1110.00000,2015,2015-04-01,NaN
HD 1605 b,,310.00000,2015,2015-04-01,NaN
CoRoT-28 b,10.705,153.82972,2015,2015-04-16,1.34
CoRoT-29 b,10.088,270.15550,2015,2015-04-16,2.66
HAT-P-54 b,10.581,241.55080,2015,2015-04-24,2.16
Kepler-432 b,12.834,1719.46030,2015,2015-04-30,10.44
Kepler-432 c,,772.32690,2015,2015-04-30,NaN
VHS J125601.92-125723.9 b,,3559.69600,2015,2015-05-14,NaN
HD 7924 d,,6.44000,2015,2015-05-14,NaN
HD 7924 c,,7.86000,2015,2015-05-14,NaN
KOI-12 b,16.029,3178.30000,2015,2015-05-14,12.38
HATS-6 b,11.187,101.38777,2015,2015-05-14,1
2MASS J02192210-3925225 b,16.141,4417.83700,2015,2015-05-14,16.97
HATS-9 b,11.938,266.02371,2015,2015-05-21,1.87
HATS-10 b,10.862,167.17858,2015,2015-05-21,1.42
KELT-7 b,17.183,406.82240,2015,2015-06-04,1.38
2MASS J19383260+4603591 b,,603.87700,2015,2015-06-04,NaN
alf Tau b,,2056.36010,2015,2015-06-04,NaN
HIP 107773 b,,629.30340,2015,2015-06-04,NaN
HIP 65891 b,,1906.98000,2015,2015-06-04,NaN
HIP 67851 b,,438.60540,2015,2015-06-04,NaN
HIP 67851 c,,1900.62340,2015,2015-06-04,NaN
HATS-8 b,9.785,43.86054,2015,2015-06-17,1
HAT-P-55 b,13.249,184.97706,2015,2015-06-17,1.05
WASP-74 b,17.486,301.93850,2015,2015-07-09,1
WASP-89 b,11.657,1875.19700,2015,2015-07-09,13.81
WASP-83 b,11.657,95.34900,2015,2015-07-09,1
Kepler-453 b,6.204,0.20000,2015,2015-07-09,1
HAT-P-56 b,16.432,692.86940,2015,2015-07-23,2.57
OGLE 2012-BLG-0563L b,,123.00000,2015,2015-08-13,NaN
HATS-14 b,11.646,340.39593,2015,2015-08-13,2.51
HATS-13 b,13.585,172.58169,2015,2015-08-13,1
51 Eri b,,635.66000,2015,2015-08-14,NaN
KELT-6 c,,1179.14930,2015,2015-09-03,NaN
KELT-8 b,20.849,275.55861,2015,2015-09-03,1
HD 164595 b,,16.14000,2015,2015-09-10,NaN
WASP-47 c,,394.10920,2015,2015-10-15,NaN
WASP-47 d,3.630,15.20000,2015,2015-10-15,1.15
K2-3 d,1.530,11.10000,2015,2015-10-15,4.74
HD 24064 b,,2987.60200,2015,2015-10-15,NaN
HD 12648 b,,921.70700,2015,2015-10-15,NaN
HD 11755 b,,2065.89500,2015,2015-10-15,NaN
K2-22 b,2.500,444.96200,2015,2015-10-15,71.23
K2-3 c,1.644,2.10000,2015,2015-10-15,1
K2-3 b,2.078,8.40000,2015,2015-10-15,1.95
WASP-47 e,1.829,22.00000,2015,2015-10-15,6.58
WASP-41 c,,1010.69940,2015,2015-10-15,NaN
8 UMi b,,476.74500,2015,2015-10-15,NaN
OGLE 2013-BLG-0723L B b,,0.69000,2015,2015-10-22,NaN
HD 155233 b,,635.66000,2015,2015-10-22,NaN
HAT-P-57 b,15.838,587.98550,2015,2015-11-05,2.35
GJ 1132 b,1.160,1.62000,2015,2015-11-12,1.20
HD 219134 h,,108.06220,2015,2015-11-19,NaN
K2-19 c,4.510,15.90000,2015,2015-11-19,1
HD 175607 b,,8.98000,2015,2015-11-19,NaN
HD 219134 b,,3.81396,2015,2015-11-19,NaN
HD 219134 c,,3.49613,2015,2015-11-19,NaN
K2-19 b,7.460,44.00000,2015,2015-11-19,1
HAT-P-50 b,14.437,429.07050,2015,2015-11-19,2.06
HAT-P-53 b,14.773,471.65972,2015,2015-11-19,2.16
HD 1461 c,,5.59000,2015,2015-11-19,NaN
HD 219134 d,,21.29461,2015,2015-11-19,NaN
HD 219134 f,,8.89924,2015,2015-11-19,NaN
HD 219134 g,,10.80622,2015,2015-11-19,NaN
HD 204313 c,,17.60000,2015,2015-11-19,NaN
HAT-P-52 b,11.310,259.98494,2015,2015-11-19,2.03
HAT-P-51 b,14.493,98.20947,2015,2015-11-19,1
Kepler-454 b,2.370,6.84000,2015,2015-12-03,1.22
Kepler-454 c,,1417.52180,2015,2015-12-03,NaN
WASP-135 b,14.572,603.87700,2015,2015-12-03,2.85
HD 95872 b,,1462.01800,2015,2015-12-17,NaN
psi Dra B b,,486.27990,2015,2015-12-17,NaN
HD 32963 b,,222.48100,2015,2016-01-05,NaN
Wolf 1061 c,,4.25000,2015,2016-01-05,NaN
Wolf 1061 b,,1.36000,2015,2016-01-05,NaN
Wolf 1061 d,,5.21000,2015,2016-01-05,NaN
HD 33844 c,,556.20250,2015,2016-01-14,NaN
HD 33844 b,,622.94680,2015,2016-01-14,NaN
WASP-82 b,18.719,394.10920,2015,2016-01-21,1.13
K2-10 b,3.840,27.00000,2015,2016-02-11,1.83
WASP-90 b,18.271,200.23290,2016,2016-01-21,1
WASP-76 b,20.512,292.40360,2016,2016-01-21,1
HD 5583 b,,1837.05740,2016,2016-02-04,NaN
BD+15 2375 b,,337.21763,2016,2016-02-04,NaN
Pr0211 c,,2475.89570,2016,2016-02-11,NaN
K2-24 c,7.820,27.00000,2016,2016-02-11,1
K2-27 b,4.450,29.10000,2016,2016-02-11,1.47
K2-24 b,5.680,21.00000,2016,2016-02-11,1
