kepler_name,koi_disposition,koi_vet_stat,koi_datalink_dvs,koi_vet_date
,CANDIDATE,Active,007/007517/007517261/dv/kplr007517261-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008424/008424002/dv/kplr008424002-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008635/008635938/dv/kplr008635938-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010464/010464666/dv/kplr010464666-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005024/005024292/dv/kplr005024292-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,004/004659/004659255/dv/kplr004659255-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008263/008263746/dv/kplr008263746-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010657/010657406/dv/kplr010657406-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003428/003428468/dv/kplr003428468-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,007/007091/007091432/dv/kplr007091432-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009845/009845909/dv/kplr009845909-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009221/009221528/dv/kplr009221528-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,006/006368/006368230/dv/kplr006368230-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,007/007115/007115291/dv/kplr007115291-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009907/009907505/dv/kplr009907505-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009027/009027909/dv/kplr009027909-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009230/009230021/dv/kplr009230021-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009230/009230021/dv/kplr009230021-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,FALSE POSITIVE,Active,,2014-12-04
,FALSE POSITIVE,Active,005/005471/005471688/dv/kplr005471688-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008552/008552719/dv/kplr008552719-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005471/005471688/dv/kplr005471688-003-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,006/006058/006058816/dv/kplr006058816-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006058/006058816/dv/kplr006058816-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,005/005130/005130740/dv/kplr005130740-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009892/009892471/dv/kplr009892471-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,002/002019/002019076/dv/kplr002019076-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007376/007376490/dv/kplr007376490-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011968/011968513/dv/kplr011968513-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,004/004263/004263529/dv/kplr004263529-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007866/007866921/dv/kplr007866921-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,006/006619/006619815/dv/kplr006619815-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003098/003098197/dv/kplr003098197-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011651/011651712/dv/kplr011651712-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009896/009896558/dv/kplr009896558-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,007/007697/007697103/dv/kplr007697103-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009267/009267996/dv/kplr009267996-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008738/008738775/dv/kplr008738775-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,007/007093/007093401/dv/kplr007093401-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007877/007877818/dv/kplr007877818-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005636/005636642/dv/kplr005636642-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006515/006515722/dv/kplr006515722-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,FALSE POSITIVE,Active,005/005305/005305404/dv/kplr005305404-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003728/003728432/dv/kplr003728432-001-20141002224145_dvs.pdf,2015-09-18
Kepler-359 d,CONFIRMED,Active,006/006696/006696580/dv/kplr006696580-003-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005473/005473535/dv/kplr005473535-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,012/012106/012106934/dv/kplr012106934-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006222/006222898/dv/kplr006222898-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,FALSE POSITIVE,Active,011/011200/011200767/dv/kplr011200767-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009892/009892816/dv/kplr009892816-004-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008589/008589731/dv/kplr008589731-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,004/004356/004356766/dv/kplr004356766-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,002/002167/002167890/dv/kplr002167890-001-20141002224145_dvs.pdf,2015-09-18
Kepler-348 c,CONFIRMED,Active,005/005384/005384079/dv/kplr005384079-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,004/004935/004935914/dv/kplr004935914-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011303/011303811/dv/kplr011303811-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,002/002437/002437783/dv/kplr002437783-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,012/012062/012062660/dv/kplr012062660-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009777/009777087/dv/kplr009777087-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005956/005956776/dv/kplr005956776-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008883/008883727/dv/kplr008883727-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,004/004820/004820550/dv/kplr004820550-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
Kepler-154 b,CONFIRMED,Active,011/011709/011709124/dv/kplr011709124-004-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009161/009161118/dv/kplr009161118-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,FALSE POSITIVE,Active,011/011911/011911580/dv/kplr011911580-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009480/009480535/dv/kplr009480535-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010583/010583225/dv/kplr010583225-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005215/005215251/dv/kplr005215251-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010383/010383696/dv/kplr010383696-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009777/009777090/dv/kplr009777090-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011455/011455484/dv/kplr011455484-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,002/002446/002446623/dv/kplr002446623-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009596/009596089/dv/kplr009596089-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005738/005738506/dv/kplr005738506-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009777/009777087/dv/kplr009777087-003-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,004/004247/004247807/dv/kplr004247807-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011547/011547869/dv/kplr011547869-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007700/007700590/dv/kplr007700590-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009053/009053086/dv/kplr009053086-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003128/003128552/dv/kplr003128552-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005467/005467113/dv/kplr005467113-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008240/008240123/dv/kplr008240123-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,FALSE POSITIVE,Active,,2014-12-04
,FALSE POSITIVE,Active,010/010031/010031907/dv/kplr010031907-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,006/006525/006525946/dv/kplr006525946-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005480/005480736/dv/kplr005480736-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008487/008487748/dv/kplr008487748-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009892/009892856/dv/kplr009892856-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,007/007137/007137213/dv/kplr007137213-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003340/003340313/dv/kplr003340313-001-20141002224145_dvs.pdf,2015-09-18
Kepler-342 c,CONFIRMED,Active,009/009892/009892816/dv/kplr009892816-003-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,004/004150/004150804/dv/kplr004150804-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005021/005021174/dv/kplr005021174-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009025/009025971/dv/kplr009025971-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,002/002581/002581316/dv/kplr002581316-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009973/009973109/dv/kplr009973109-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006314/006314185/dv/kplr006314185-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008620/008620561/dv/kplr008620561-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008937/008937019/dv/kplr008937019-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009896/009896435/dv/kplr009896435-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010352/010352938/dv/kplr010352938-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010676/010676927/dv/kplr010676927-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,FALSE POSITIVE,Active,007/007620/007620660/dv/kplr007620660-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003836/003836399/dv/kplr003836399-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,002/002581/002581554/dv/kplr002581554-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003128/003128552/dv/kplr003128552-003-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010363/010363115/dv/kplr010363115-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,005/005966/005966810/dv/kplr005966810-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010491/010491062/dv/kplr010491062-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009761/009761615/dv/kplr009761615-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,004/004058/004058881/dv/kplr004058881-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,002/002581/002581316/dv/kplr002581316-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008621/008621353/dv/kplr008621353-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010795/010795103/dv/kplr010795103-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009394/009394601/dv/kplr009394601-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008494/008494410/dv/kplr008494410-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008494/008494410/dv/kplr008494410-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006863/006863161/dv/kplr006863161-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007840/007840035/dv/kplr007840035-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008543/008543279/dv/kplr008543279-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008047/008047283/dv/kplr008047283-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008308/008308347/dv/kplr008308347-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007612/007612691/dv/kplr007612691-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009761/009761573/dv/kplr009761573-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008042/008042789/dv/kplr008042789-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010095/010095484/dv/kplr010095484-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005467/005467102/dv/kplr005467102-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010281/010281221/dv/kplr010281221-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,006/006525/006525946/dv/kplr006525946-003-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005471/005471496/dv/kplr005471496-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,004/004544/004544620/dv/kplr004544620-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,005/005784/005784777/dv/kplr005784777-001-20141002224145_dvs.pdf,2015-09-18
Kepler-343 c,CONFIRMED,Active,006/006949/006949061/dv/kplr006949061-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009719/009719636/dv/kplr009719636-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,002/002452/002452440/dv/kplr002452440-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005020/005020034/dv/kplr005020034-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,007/007017/007017372/dv/kplr007017372-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,007/007102/007102316/dv/kplr007102316-003-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011518/011518142/dv/kplr011518142-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003114/003114667/dv/kplr003114667-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,012/012109/012109845/dv/kplr012109845-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003954/003954227/dv/kplr003954227-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008651/008651551/dv/kplr008651551-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009532/009532637/dv/kplr009532637-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005305/005305451/dv/kplr005305451-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007174/007174349/dv/kplr007174349-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011824/011824218/dv/kplr011824218-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,,2014-12-04
,CANDIDATE,Active,010/010788/010788461/dv/kplr010788461-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010788/010788461/dv/kplr010788461-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010788/010788461/dv/kplr010788461-003-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011667/011667548/dv/kplr011667548-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008868/008868649/dv/kplr008868649-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009715/009715939/dv/kplr009715939-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,004/004751/004751083/dv/kplr004751083-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,CANDIDATE,Active,005/005903/005903301/dv/kplr005903301-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007695/007695087/dv/kplr007695087-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006200/006200709/dv/kplr006200709-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008323/008323764/dv/kplr008323764-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005360/005360082/dv/kplr005360082-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006543/006543683/dv/kplr006543683-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,005/005008/005008245/dv/kplr005008245-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010555/010555365/dv/kplr010555365-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005481/005481426/dv/kplr005481426-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007983/007983756/dv/kplr007983756-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007289/007289165/dv/kplr007289165-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,012/012784/012784167/dv/kplr012784167-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008949/008949316/dv/kplr008949316-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008912/008912730/dv/kplr008912730-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009784/009784230/dv/kplr009784230-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011466/011466960/dv/kplr011466960-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,FALSE POSITIVE,Active,004/004649/004649440/dv/kplr004649440-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,002/002437/002437488/dv/kplr002437488-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010083/010083623/dv/kplr010083623-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011253/011253711/dv/kplr011253711-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008043/008043052/dv/kplr008043052-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,005/005435/005435816/dv/kplr005435816-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008559/008559589/dv/kplr008559589-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,004/004372/004372765/dv/kplr004372765-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009489/009489524/dv/kplr009489524-003-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,010/010268/010268903/dv/kplr010268903-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007220/007220320/dv/kplr007220320-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009291/009291378/dv/kplr009291378-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,004/004075/004075067/dv/kplr004075067-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,004/004949/004949524/dv/kplr004949524-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,002/002697/002697935/dv/kplr002697935-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003550/003550434/dv/kplr003550434-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,002/002558/002558370/dv/kplr002558370-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,012/012301/012301181/dv/kplr012301181-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,005/005397/005397166/dv/kplr005397166-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007024/007024530/dv/kplr007024530-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,005/005015/005015459/dv/kplr005015459-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011709/011709124/dv/kplr011709124-003-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008505/008505920/dv/kplr008505920-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,FALSE POSITIVE,Active,002/002438/002438490/dv/kplr002438490-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,003/003838/003838496/dv/kplr003838496-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006470/006470521/dv/kplr006470521-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,002/002449/002449090/dv/kplr002449090-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005652/005652260/dv/kplr005652260-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,002/002569/002569494/dv/kplr002569494-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,012/012405/012405950/dv/kplr012405950-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005206/005206233/dv/kplr005206233-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,006/006775/006775985/dv/kplr006775985-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,011/011357/011357192/dv/kplr011357192-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009533/009533489/dv/kplr009533489-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,FALSE POSITIVE,Active,012/012306/012306699/dv/kplr012306699-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,FALSE POSITIVE,Active,009/009641/009641008/dv/kplr009641008-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008588/008588377/dv/kplr008588377-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003644/003644601/dv/kplr003644601-001-20130826182306_dvs.pdf,2014-12-04
,CANDIDATE,Active,004/004242/004242692/dv/kplr004242692-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
,FALSE POSITIVE,Active,011/011607/011607176/dv/kplr011607176-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010661/010661718/dv/kplr010661718-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,006/006105/006105462/dv/kplr006105462-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008257/008257205/dv/kplr008257205-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006470/006470516/dv/kplr006470516-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,007/007770/007770471/dv/kplr007770471-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005130/005130380/dv/kplr005130380-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006314/006314173/dv/kplr006314173-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,005/005688/005688997/dv/kplr005688997-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,009/009489/009489524/dv/kplr009489524-004-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,004/004073/004073730/dv/kplr004073730-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,002/002854/002854948/dv/kplr002854948-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,007/007813/007813039/dv/kplr007813039-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003644/003644601/dv/kplr003644601-003-20130826182306_dvs.pdf,2014-12-04
,FALSE POSITIVE,Active,008/008459/008459354/dv/kplr008459354-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,004/004164/004164922/dv/kplr004164922-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,012/012061/012061969/dv/kplr012061969-002-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,004/004164/004164922/dv/kplr004164922-002-20130826182306_dvs.pdf,2014-12-04
Kepler-332 d,CONFIRMED,Active,010/010328/010328393/dv/kplr010328393-003-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,010/010259/010259029/dv/kplr010259029-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,008/008299/008299947/dv/kplr008299947-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,003/003335/003335813/dv/kplr003335813-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011858/011858741/dv/kplr011858741-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,006/006363/006363494/dv/kplr006363494-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,002/002576/002576107/dv/kplr002576107-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009532/009532421/dv/kplr009532421-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,005/005653/005653849/dv/kplr005653849-002-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,002/002437/002437060/dv/kplr002437060-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008127/008127648/dv/kplr008127648-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,011/011564/011564013/dv/kplr011564013-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,009/009405/009405541/dv/kplr009405541-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,008/008906/008906045/dv/kplr008906045-001-20141002224145_dvs.pdf,2015-09-18
,CANDIDATE,Active,007/007296/007296094/dv/kplr007296094-001-20141002224145_dvs.pdf,2015-09-18
Kepler-460 b,CONFIRMED,Active,005/005437/005437945/dv/kplr005437945-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,012/012009/012009347/dv/kplr012009347-001-20141002224145_dvs.pdf,2015-09-18
,FALSE POSITIVE,Active,,2014-12-04
